INSTNM,CIPDESC,DEBTMEAN,MD_EARN_WNE,BESTVALUE,Good Investment
University of Connecticut,Accounting and Related Services.,20549,60600,2.8186046511627914,True
University of Connecticut,Finance and Financial Management Services.,20525,59000,2.6818181818181817,True
University of Connecticut,Management Sciences and Quantitative Methods.,19107,63900,3.3364661654135337,True
University of Connecticut,Marketing.,18689,48200,2.351219512195122,True
University of Connecticut,History.,22400,23000,0.9120831185311497,False
University of Hartford,Communication and Media Studies.,24866,29300,1.0851851851851853,False
University of Hartford,Special Education and Teaching.,27048,27200,1.0074074074074073,False
University of Hartford,"Teacher Education and Professional Development, Specific Subject Areas.",21839,44700,1.74486689046764,True
University of Hartford,Civil Engineering.,25966,55400,2.051851851851852,True
University of Hartford,Mechanical Engineering.,26532,62400,2.311111111111111,True
University of Hartford,Architectural Engineering Technologies/Technicians.,25502,41800,1.548148148148148,True
University of Hartford,Electrical Engineering Technologies/Technicians.,26361,38200,1.4148148148148147,False
University of Hartford,"Biology, General.",26490,24300,0.9,False
University of Hartford,"Psychology, General.",25364,24300,0.9,False
University of Hartford,Criminal Justice and Corrections.,23147,26300,1.001904761904762,False
University of Hartford,Design and Applied Arts.,24773,28900,1.1115384615384616,False
University of Hartford,Film/Video and Photographic Arts.,23616,17400,0.696,False
University of Hartford,Fine and Studio Arts.,21943,20300,0.7773905717458737,False
University of Hartford,Music.,22929,22600,0.837037037037037,False
University of Hartford,"Arts, Entertainment,and Media Management.",21734,18300,0.7425139982147204,False
University of Hartford,"Health Services/Allied Health/Health Sciences, General.",26814,31000,1.148148148148148,False
University of Hartford,"Allied Health Diagnostic, Intervention, and Treatment Professions.",26267,52200,1.9333333333333331,True
University of Hartford,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",17261,81000,4.2631578947368425,True
University of Hartford,"Business Administration, Management and Operations.",26389,41700,1.5444444444444445,True
University of Hartford,"General Sales, Merchandising and Related Marketing Operations.",23297,37300,1.4346153846153846,False
University of New Haven,"Electrical, Electronics and Communications Engineering.",27335,63500,2.351851851851852,True
University of New Haven,Mechanical Engineering.,26756,58000,2.1481481481481484,True
University of New Haven,"Biology, General.",26123,33100,1.225925925925926,False
University of New Haven,"Ecology, Evolution, Systematics, and Population Biology.",26253,23500,0.8703703703703703,False
University of New Haven,Chemistry.,26470,38900,1.4407407407407409,False
University of New Haven,"Psychology, General.",25002,26200,0.9703703703703704,False
University of New Haven,Criminal Justice and Corrections.,25775,33400,1.2370370370370372,False
University of New Haven,Fire Protection.,23869,46200,1.7500662903897874,True
University of New Haven,Music.,26342,21700,0.8037037037037037,False
University of New Haven,Dental Support Services and Allied Professions.,23789,55400,2.3796228684334864,True
University of New Haven,Dietetics and Clinical Nutrition Services.,23943,30600,1.2618556701030927,False
University of New Haven,"Business Administration, Management and Operations.",21906,36100,1.4963730569948186,False
Quinnipiac University,Communication and Media Studies.,23702,34800,1.2888888888888892,False
Quinnipiac University,Journalism.,24252,34100,1.2629629629629628,False
Quinnipiac University,"Public Relations, Advertising, and Applied Communication.",23618,39900,1.477777777777778,False
Quinnipiac University,Information Science/Studies.,24157,55800,2.066666666666667,True
Quinnipiac University,"Legal Professions and Studies, Other.",23393,33100,1.3171508157580578,False
Quinnipiac University,"Biology, General.",24841,31700,1.174074074074074,False
Quinnipiac University,"Psychology, General.",23735,31500,1.1666666666666667,False
Quinnipiac University,Criminal Justice and Corrections.,23146,31800,1.1777777777777778,False
Quinnipiac University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",22023,59500,2.788583212260393,True
Quinnipiac University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",20229,72600,3.025,True
Quinnipiac University,"Health Professions and Related Clinical Sciences, Other.",23161,30100,1.1576923076923078,False
Quinnipiac University,"Business Administration, Management and Operations.",22185,41700,1.6116564891396767,True
Quinnipiac University,Accounting and Related Services.,20620,59800,3.066666666666667,True
Quinnipiac University,Finance and Financial Management Services.,23214,49700,1.900355599739992,True
University of Saint Joseph,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",30323,68600,2.4945454545454546,True
Southern Connecticut State University,Communication and Media Studies.,24016,28100,1.124,False
Southern Connecticut State University,"Computer and Information Sciences, General.",26707,48600,1.8920076303188385,True
Southern Connecticut State University,"Education, General.",21524,33600,1.540577716643741,True
Southern Connecticut State University,Special Education and Teaching.,22070,43500,1.9333333333333331,True
Southern Connecticut State University,"Teacher Education and Professional Development, Specific Subject Areas.",24456,29600,1.1665024630541871,False
Southern Connecticut State University,"English Language and Literature, General.",25509,25400,0.9769230769230768,False
Southern Connecticut State University,"Liberal Arts and Sciences, General Studies and Humanities.",24158,30700,1.2973841017622452,False
Southern Connecticut State University,"Biology, General.",22835,27600,1.2837209302325578,False
Southern Connecticut State University,"Parks, Recreation and Leisure Facilities Management.",23606,30800,1.3523006673691604,False
Southern Connecticut State University,"Psychology, General.",23978,26500,1.06,False
Southern Connecticut State University,Social Work.,26859,38100,1.44603005920753,False
Southern Connecticut State University,"Social Sciences, General.",23759,31200,1.248,False
Southern Connecticut State University,Political Science and Government.,25887,31000,1.2156862745098038,False
Southern Connecticut State University,Sociology.,25140,33100,1.324,False
Southern Connecticut State University,Fine and Studio Arts.,26213,33600,1.2923076923076924,False
Southern Connecticut State University,Public Health.,24392,29100,1.1640000000000001,False
Southern Connecticut State University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",21709,69600,3.48,True
Southern Connecticut State University,"Business Administration, Management and Operations.",23488,42400,1.7643876659315052,True
Trinity College,Economics.,20626,61200,2.6608695652173915,True
Trinity College,Political Science and Government.,17731,40000,2.2527596305474207,True
Yale University,Area Studies.,13601,39200,3.2666666666666666,True
Yale University,"Psychology, General.",16214,41300,2.7533333333333334,True
Yale University,Economics.,14986,81400,5.814285714285713,True
Yale University,Political Science and Government.,15332,49100,3.167741935483871,True
Yale University,History.,11790,44600,4.6217616580310885,True
Delaware State University,"Agriculture, General.",28823,27600,0.9517241379310344,False
Delaware State University,Communication and Media Studies.,28406,22900,0.8724141872071317,False
Delaware State University,"Liberal Arts and Sciences, General Studies and Humanities.",31327,26500,0.8548387096774194,False
Delaware State University,Health and Physical Education/Fitness.,30483,24200,0.7806451612903226,False
Delaware State University,"Psychology, General.",28229,28700,1.0759137769447047,False
Delaware State University,Social Work.,32029,30300,0.9774193548387096,False
Delaware State University,Criminology.,29825,31300,1.0700854700854698,False
Delaware State University,Public Health.,34453,32800,1.0580645161290323,False
Delaware State University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",32329,66900,2.3068965517241384,True
Delaware State University,"Business Administration, Management and Operations.",30275,39300,1.3551724137931034,False
University of Delaware,Natural Resources Conservation and Research.,22376,32800,1.326270672435405,False
University of Delaware,Wildlife and Wildlands Science and Management.,19880,23700,0.9878704514192822,False
University of Delaware,Communication and Media Studies.,22245,40100,1.6708333333333334,True
University of Delaware,"Computer and Information Sciences, General.",21368,67600,2.8167840326680285,True
University of Delaware,"Teacher Education and Professional Development, Specific Levels and Methods.",22286,42100,1.7189988158915517,True
University of Delaware,"Teacher Education and Professional Development, Specific Subject Areas.",21118,42100,1.7262588158110546,True
University of Delaware,Chemical Engineering.,22350,65100,2.5038461538461543,True
University of Delaware,Civil Engineering.,23124,59300,2.342392163058935,True
University of Delaware,Mechanical Engineering.,22927,62100,2.4617458178070244,True
University of Delaware,Apparel and Textiles.,21271,48800,2.098924731182796,True
University of Delaware,"English Language and Literature, General.",21504,25800,1.072675868950607,False
University of Delaware,"Biology, General.",21775,33600,1.3855670103092783,False
University of Delaware,Health and Physical Education/Fitness.,22018,31200,1.279317697228145,False
University of Delaware,Research and Experimental Psychology.,20877,31000,1.3333333333333333,False
University of Delaware,"Human Services, General.",21372,31500,1.3548387096774193,False
University of Delaware,Criminology.,20925,36100,1.5526881720430108,True
University of Delaware,Economics.,21175,49000,2.042432578883748,True
University of Delaware,International Relations and National Security Studies.,20479,25200,1.0838709677419356,False
University of Delaware,Political Science and Government.,21201,35600,1.5311827956989248,True
University of Delaware,Sociology.,20135,27100,1.3000719597025665,False
University of Delaware,Design and Applied Arts.,22152,44900,1.8326530612244896,True
University of Delaware,Clinical/Medical Laboratory Science/Research and Allied Professions.,23578,58200,2.3280000000000003,True
University of Delaware,Public Health.,21134,27200,1.1675824175824177,False
University of Delaware,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",22235,68200,2.8389460100736783,True
University of Delaware,"Business Administration, Management and Operations.",22011,53400,2.1208991977122884,True
University of Delaware,Accounting and Related Services.,21675,61600,2.3692307692307693,True
University of Delaware,Finance and Financial Management Services.,21714,58900,2.4178981937602626,True
University of Delaware,Hospitality Administration/Management.,21027,47100,2.0258064516129037,True
University of Delaware,Management Information Systems and Services.,21120,66400,2.7434615543527663,True
University of Delaware,Marketing.,21664,47300,1.9394784320157452,True
University of Delaware,History.,21520,25300,1.054562127464466,False
American University,Area Studies.,21469,32000,1.2396854298221829,False
American University,Communication and Media Studies.,22437,42100,1.6840000000000002,True
American University,Journalism.,22742,33300,1.2854165058287654,False
American University,"Public Relations, Advertising, and Applied Communication.",20263,42800,1.8856286897524008,True
American University,Non-Professional General Legal Studies (Undergraduate).,24940,44300,1.7038461538461538,True
American University,Literature.,23766,23900,0.8851851851851852,False
American University,"Biology, General.",23125,32500,1.3197969543147208,False
American University,"Multi/Interdisciplinary Studies, Other.",21396,38300,1.6473118279569892,True
American University,"Psychology, General.",21563,30700,1.2675998183244561,False
American University,Criminal Justice and Corrections.,20506,40700,1.871264367816092,True
American University,Economics.,20997,45300,1.9803278688524588,True
American University,International Relations and National Security Studies.,21370,39800,1.7127119373440054,True
American University,Political Science and Government.,21213,42900,1.8451612903225807,True
American University,Drama/Theatre Arts and Stagecraft.,23239,24700,0.95,False
American University,Film/Video and Photographic Arts.,20240,34600,1.4122448979591835,False
American University,Public Health.,21529,34300,1.4832432432432432,False
American University,"Business Administration, Management and Operations.",22137,47000,1.940705260550004,True
American University,Finance and Financial Management Services.,23183,50700,2.109774874120927,True
American University,History.,22638,36700,1.414203691572579,False
Gallaudet University,American Sign Language.,17509,39600,2.3294117647058825,True
George Washington University,Area Studies.,21251,48000,2.1666516204748576,True
George Washington University,Journalism.,21874,42000,1.68,True
George Washington University,"Public Relations, Advertising, and Applied Communication.",21377,46900,2.107865168539326,True
George Washington University,Mechanical Engineering.,24497,62600,2.4220382264180143,True
George Washington University,"English Language and Literature, General.",27256,26200,0.9703703703703704,False
George Washington University,"Biology, General.",20505,30200,1.3727272727272728,False
George Washington University,"Psychology, General.",21853,35600,1.4240000000000002,False
George Washington University,Criminal Justice and Corrections.,24520,45600,1.7882352941176471,True
George Washington University,Economics.,19871,53900,2.6292682926829265,True
George Washington University,International Relations and National Security Studies.,20648,43500,1.891304347826087,True
George Washington University,Political Science and Government.,20810,45500,2.1162790697674416,True
George Washington University,Design and Applied Arts.,28377,43900,1.625925925925926,True
George Washington University,Fine and Studio Arts.,25102,17000,0.6415094339622641,False
George Washington University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",16817,66200,3.530666666666667,True
George Washington University,Finance and Financial Management Services.,20705,67800,2.7673469387755096,True
George Washington University,Hospitality Administration/Management.,21734,49300,2.167128225416502,True
George Washington University,Human Resources Management and Services.,19636,44300,1.991011235955056,True
George Washington University,International Business.,20108,58500,2.5161290322580645,True
George Washington University,Marketing.,21724,48100,1.9944437533689932,True
George Washington University,History.,24125,36000,1.3333333333333333,False
Georgetown University,Computer Science.,14164,77900,4.515942028985507,True
Georgetown University,"English Language and Literature, General.",13962,40700,2.7133333333333334,True
Georgetown University,"Biology, General.",13560,37000,2.3870967741935485,True
Georgetown University,"Science, Technology and Society.",12052,61300,5.572727272727271,True
Georgetown University,"Psychology, General.",15565,39000,2.2285714285714286,True
Georgetown University,Economics.,15047,68700,4.4322580645161285,True
Georgetown University,International Relations and National Security Studies.,14366,45300,3.02,True
Georgetown University,Political Science and Government.,13531,49100,3.2292009207497534,True
Georgetown University,Sociology.,10898,37100,4.269766371274025,True
Georgetown University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",17763,67900,3.88,True
Georgetown University,"Business Administration, Management and Operations.",15042,64600,4.461325966850829,True
Georgetown University,Accounting and Related Services.,14786,83100,5.361290322580644,True
Georgetown University,Finance and Financial Management Services.,15409,81400,4.788235294117646,True
Georgetown University,International Business.,13181,62600,4.138842975206612,True
Georgetown University,Management Information Systems and Services.,16038,70100,4.005714285714285,True
Georgetown University,Marketing.,15773,55800,3.3604336043360434,True
Howard University,Communication and Media Studies.,27439,38200,1.4148148148148147,False
Howard University,Journalism.,28561,30100,1.0469565217391303,False
Howard University,"Radio, Television, and Digital Communication.",27514,20600,0.7292035398230089,False
Howard University,"English Language and Literature, General.",28099,33700,1.287340514936206,False
Howard University,"Biology, General.",22743,23100,0.924,False
Howard University,Health and Physical Education/Fitness.,26735,26100,0.9666666666666668,False
Howard University,"Parks, Recreation, Leisure, and Fitness Studies, Other.",27785,21500,0.7543859649122807,False
Howard University,"Psychology, General.",28892,30500,1.1296296296296295,False
Howard University,Criminal Justice and Corrections.,26185,33200,1.2296296296296296,False
Howard University,Economics.,26652,41600,1.5923444976076555,True
Howard University,Political Science and Government.,26833,31900,1.1814814814814816,False
Howard University,Sociology.,28764,28200,0.9894736842105264,False
Howard University,Fine and Studio Arts.,30010,16300,0.6037037037037037,False
Howard University,"Arts, Entertainment,and Media Management.",28108,21000,0.7777777777777778,False
Howard University,"Health Services/Allied Health/Health Sciences, General.",25732,28700,1.0629629629629629,False
Howard University,Health and Medical Administrative Services.,26539,36200,1.3345622119815668,False
Howard University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",26900,81300,2.8778761061946905,True
Howard University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",24146,65600,2.8521739130434782,True
Howard University,"Business Administration, Management and Operations.",23276,58500,2.25,True
Howard University,Accounting and Related Services.,26462,56700,2.0962732919254656,True
Howard University,Finance and Financial Management Services.,24521,57000,2.235294117647059,True
Howard University,Management Information Systems and Services.,24711,65700,2.433333333333333,True
Howard University,Marketing.,26062,43900,1.625925925925926,True
Howard University,"Business, Management, Marketing, and Related Support Services, Other.",27806,45400,1.7132075471698114,True
The Baptist College of Florida,Theological and Ministerial Studies.,20337,27300,1.5018980029707871,True
Barry University,"Computer and Information Sciences, General.",35663,42300,1.2187743106577924,False
Barry University,"Liberal Arts and Sciences, General Studies and Humanities.",35847,34300,0.9730496453900708,False
Barry University,"Biology, General.",33286,34800,1.1136,False
Barry University,"Psychology, General.",29389,25100,0.9045045045045044,False
Barry University,Public Administration.,31491,58000,1.7677537336177995,True
Barry University,Criminology.,28112,26200,0.9527272727272728,False
Barry University,Health and Medical Administrative Services.,29279,45700,1.4922448979591836,False
Barry University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",25847,57900,2.174647887323944,True
Barry University,"Business Administration, Management and Operations.",31653,44100,1.4225806451612903,False
Johnson University Florida,Bible/Biblical Studies.,24555,23400,0.9359999999999999,False
Johnson University Florida,Theological and Ministerial Studies.,23642,24900,1.0827499239031178,False
Johnson University Florida,Mental and Social Health Services and Allied Professions.,29287,25300,0.8161290322580645,False
University of Central Florida,Communication and Media Studies.,18501,27800,1.6382815722788615,True
University of Central Florida,"Radio, Television, and Digital Communication.",17966,29500,1.7611940298507462,True
University of Central Florida,"Public Relations, Advertising, and Applied Communication.",18056,33500,1.9715160075329567,True
University of Central Florida,"Computer and Information Sciences, General.",20756,55600,2.71219512195122,True
University of Central Florida,"Teacher Education and Professional Development, Specific Levels and Methods.",19401,40600,2.1653333333333333,True
University of Central Florida,"Teacher Education and Professional Development, Specific Subject Areas.",19531,31800,1.696,True
University of Central Florida,"Aerospace, Aeronautical and Astronautical Engineering.",21782,53600,2.6133593369088253,True
University of Central Florida,Civil Engineering.,22518,56500,2.5111111111111106,True
University of Central Florida,"Electrical, Electronics and Communications Engineering.",23147,63300,2.7868275072642423,True
University of Central Florida,Mechanical Engineering.,22070,59800,2.6414594284199837,True
University of Central Florida,Industrial Engineering.,19532,49000,2.684931506849315,True
University of Central Florida,Legal Support Services.,19888,25100,1.2541847798930694,False
University of Central Florida,"English Language and Literature, General.",20103,20500,1.0900196735258147,False
University of Central Florida,"Liberal Arts and Sciences, General Studies and Humanities.",15503,30800,2.16140350877193,True
University of Central Florida,"Biology, General.",19748,23700,1.264,False
University of Central Florida,"Multi-/Interdisciplinary Studies, General.",21595,28700,1.4476670870113493,False
University of Central Florida,International/Global Studies.,17134,27100,1.5055555555555555,True
University of Central Florida,"Psychology, General.",18240,27800,1.5885714285714283,True
University of Central Florida,Criminal Justice and Corrections.,18809,29300,1.6334950103138763,True
University of Central Florida,Social Work.,21030,29200,1.366593344877615,False
University of Central Florida,Anthropology.,20514,19500,1.0985915492957747,False
University of Central Florida,Political Science and Government.,20017,29500,1.446078431372549,False
University of Central Florida,Sociology.,21030,27000,1.44,False
University of Central Florida,"Visual and Performing Arts, General.",22396,21000,0.9344130995817388,False
University of Central Florida,Film/Video and Photographic Arts.,21855,20500,0.942528735632184,False
University of Central Florida,Fine and Studio Arts.,22733,24700,1.0526764405046027,False
University of Central Florida,"Health Services/Allied Health/Health Sciences, General.",20483,24800,1.227115289460663,False
University of Central Florida,Communication Disorders Sciences and Services.,18776,29800,1.5893333333333333,True
University of Central Florida,Health and Medical Administrative Services.,20529,34000,1.7456487138676386,True
University of Central Florida,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",15780,55700,3.841379310344828,True
University of Central Florida,"Business/Commerce, General.",20630,38100,1.8019296254256527,True
University of Central Florida,"Business Administration, Management and Operations.",18986,34400,1.834666666666667,True
University of Central Florida,Accounting and Related Services.,19180,44900,2.4435374149659865,True
University of Central Florida,Business/Managerial Economics.,16777,39400,2.387878787878788,True
University of Central Florida,Finance and Financial Management Services.,18408,45200,2.6589799399964704,True
University of Central Florida,Hospitality Administration/Management.,18393,31000,1.77112495000857,True
University of Central Florida,Marketing.,18416,37700,2.1352514725872225,True
University of Central Florida,History.,20648,25500,1.275,False
Eckerd College,Natural Resources Conservation and Research.,22293,17000,0.6332178641933922,False
Eckerd College,Communication and Media Studies.,23040,28100,1.0603773584905658,False
Eckerd College,"Biology, General.",22112,23600,0.9104587014389875,False
Eckerd College,"Ecology, Evolution, Systematics, and Population Biology.",22999,20200,0.7481481481481481,False
Eckerd College,"Psychology, General.",24063,23800,0.8814814814814815,False
Eckerd College,Research and Experimental Psychology.,20142,26400,1.0025443360042532,False
Eckerd College,"Business/Commerce, General.",21834,30300,1.2304568527918782,False
Eckerd College,"Business Administration, Management and Operations.",21107,54000,2.5410568914404026,True
Embry-Riddle Aeronautical University-Daytona Beach,"Aerospace, Aeronautical and Astronautical Engineering.",25220,62500,2.314814814814815,True
Embry-Riddle Aeronautical University-Daytona Beach,Mechanical Engineering.,28438,56800,2.0285714285714285,True
Embry-Riddle Aeronautical University-Daytona Beach,Homeland Security.,25945,37500,1.4492753623188406,False
Embry-Riddle Aeronautical University-Daytona Beach,International Relations and National Security Studies.,22070,33800,1.5191011235955056,True
Embry-Riddle Aeronautical University-Daytona Beach,Vehicle Maintenance and Repair Technologies.,27670,61100,2.212645759397407,True
Embry-Riddle Aeronautical University-Daytona Beach,Air Transportation.,24470,47900,1.9304396888727684,True
Embry-Riddle Aeronautical University-Daytona Beach,"Business Administration, Management and Operations.",24994,55700,2.2340766885929733,True
Florida Agricultural and Mechanical University,"Agriculture, General.",27532,27400,1.0267171281897554,False
Florida Agricultural and Mechanical University,Journalism.,25272,24400,1.003206973110764,False
Florida Agricultural and Mechanical University,"Public Relations, Advertising, and Applied Communication.",26630,21400,0.7837392418970884,False
Florida Agricultural and Mechanical University,"Computer and Information Sciences, General.",28482,45900,1.6361886429258905,True
Florida Agricultural and Mechanical University,"Teacher Education and Professional Development, Specific Levels and Methods.",30614,39200,1.3239664955417454,False
Florida Agricultural and Mechanical University,Construction Engineering Technologies.,30619,52600,1.6844397476542736,True
Florida Agricultural and Mechanical University,"Biology, General.",28286,29000,1.0380498979847514,False
Florida Agricultural and Mechanical University,"Multi-/Interdisciplinary Studies, General.",32307,26900,0.8377452507007163,False
Florida Agricultural and Mechanical University,"Psychology, General.",30203,21600,0.72,False
Florida Agricultural and Mechanical University,Criminal Justice and Corrections.,28100,27900,1.0273972602739727,False
Florida Agricultural and Mechanical University,Social Work.,28326,28000,1.009481919457764,False
Florida Agricultural and Mechanical University,Political Science and Government.,28356,24900,0.8972972972972973,False
Florida Agricultural and Mechanical University,"Health Services/Allied Health/Health Sciences, General.",28293,22400,0.7529411764705882,False
Florida Agricultural and Mechanical University,Health and Medical Administrative Services.,31899,27700,0.8448728115659123,False
Florida Agricultural and Mechanical University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",34522,50300,1.456704315088329,False
Florida Agricultural and Mechanical University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",23233,57300,2.665116279069768,True
Florida Agricultural and Mechanical University,"Business Administration, Management and Operations.",24903,41400,1.623529411764706,True
Florida Agricultural and Mechanical University,Accounting and Related Services.,27388,40900,1.5148148148148148,True
Florida Atlantic University,Architecture.,26305,40800,1.632,True
Florida Atlantic University,Communication and Media Studies.,21009,31100,1.4622907654692496,False
Florida Atlantic University,"Radio, Television, and Digital Communication.",20057,24100,1.297442799461642,False
Florida Atlantic University,"Computer and Information Sciences, General.",18306,47500,2.8683574879227054,True
Florida Atlantic University,"Education, General.",17294,29700,1.9115659393705349,True
Florida Atlantic University,Special Education and Teaching.,13166,43400,3.472,True
Florida Atlantic University,"Teacher Education and Professional Development, Specific Levels and Methods.",18534,41900,2.5393939393939395,True
Florida Atlantic University,"Teacher Education and Professional Development, Specific Subject Areas.",24062,41200,1.615686274509804,True
Florida Atlantic University,Civil Engineering.,24532,54100,2.2591556353614237,True
Florida Atlantic University,Computer Engineering.,24493,56100,2.2730035249787286,True
Florida Atlantic University,"Electrical, Electronics and Communications Engineering.",22567,60900,2.683765203595981,True
Florida Atlantic University,Mechanical Engineering.,25518,60000,2.5531914893617023,True
Florida Atlantic University,"English Language and Literature, General.",18456,29500,1.7744360902255638,True
Florida Atlantic University,"Liberal Arts and Sciences, General Studies and Humanities.",18642,29900,1.684507042253521,True
Florida Atlantic University,"Biology, General.",20306,27400,1.43185618729097,False
Florida Atlantic University,Mathematics.,22182,41500,1.930232558139535,True
Florida Atlantic University,"Multi-/Interdisciplinary Studies, General.",21594,28700,1.3348837209302329,False
Florida Atlantic University,Health and Physical Education/Fitness.,18926,26700,1.4471544715447155,False
Florida Atlantic University,Chemistry.,22631,32900,1.7700543390541776,True
Florida Atlantic University,"Psychology, General.",19190,25900,1.4388888888888889,False
Florida Atlantic University,Research and Experimental Psychology.,20029,26400,1.521087808250749,True
Florida Atlantic University,Criminal Justice and Corrections.,17521,31900,2.1228455446862315,True
Florida Atlantic University,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",17593,34500,2.1423248882265282,True
Florida Atlantic University,Public Administration.,20359,34500,1.9574468085106385,True
Florida Atlantic University,Social Work.,19425,31000,1.6621983914209115,True
Florida Atlantic University,"Social Sciences, General.",18315,34600,2.2345647119607337,True
Florida Atlantic University,Anthropology.,24372,20700,0.7764149881849893,False
Florida Atlantic University,Economics.,19468,37600,1.928205128205128,True
Florida Atlantic University,Political Science and Government.,17241,31800,2.024703934801986,True
Florida Atlantic University,Sociology.,20589,31400,1.637890563872516,True
Florida Atlantic University,Fine and Studio Arts.,20558,30500,1.6266666666666667,True
Florida Atlantic University,Health and Medical Administrative Services.,20753,34800,1.8137280450304891,True
Florida Atlantic University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",15585,63200,4.187926578755548,True
Florida Atlantic University,"Business Administration, Management and Operations.",19790,36800,2.252555548754361,True
Florida Atlantic University,Accounting and Related Services.,20075,43700,2.3792671639353187,True
Florida Atlantic University,Finance and Financial Management Services.,18320,41100,2.4176470588235293,True
Florida Atlantic University,Hospitality Administration/Management.,19517,35100,1.7924624655295682,True
Florida Atlantic University,International Business.,18178,35800,2.045714285714286,True
Florida Atlantic University,Management Information Systems and Services.,19905,39100,2.1419962747890877,True
Florida Atlantic University,Marketing.,19518,36000,1.9284336833083349,True
Florida Atlantic University,History.,22039,30500,1.3527298531955472,False
Flagler College-St Augustine,"Communication, Journalism, and Related Programs, Other.",22386,24000,1.0158730158730158,False
Flagler College-St Augustine,"Teacher Education and Professional Development, Specific Levels and Methods.",22978,32200,1.369921293341842,False
Flagler College-St Augustine,"English Language and Literature, General.",25883,21400,0.8140906151329554,False
Flagler College-St Augustine,Health and Physical Education/Fitness.,23687,29800,1.2481675392670155,False
Flagler College-St Augustine,"Psychology, General.",23905,22500,0.9278350515463918,False
Flagler College-St Augustine,Public Administration.,15442,38900,2.928114414753481,True
Flagler College-St Augustine,Design and Applied Arts.,23990,29400,1.152941176470588,False
Flagler College-St Augustine,"Business Administration, Management and Operations.",21576,34800,1.6571428571428573,True
Flagler College-St Augustine,Accounting and Related Services.,20665,39300,1.8751789292871457,True
AdventHealth University,"Health Services/Allied Health/Health Sciences, General.",25937,26700,1.064550855229058,False
AdventHealth University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",24381,64300,2.632225315212052,True
AdventHealth University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",26409,59500,2.3105001553277416,True
Florida Institute of Technology,Computer Science.,25139,64100,2.330909090909091,True
Florida Institute of Technology,"Aerospace, Aeronautical and Astronautical Engineering.",24747,56400,2.0888888888888895,True
Florida Institute of Technology,Computer Engineering.,27100,63700,2.3163636363636364,True
Florida Institute of Technology,Mechanical Engineering.,23631,61300,2.27037037037037,True
Florida Institute of Technology,"Ecology, Evolution, Systematics, and Population Biology.",24695,21900,0.8111111111111111,False
Florida Institute of Technology,"Clinical, Counseling and Applied Psychology.",28441,30700,1.1807692307692308,False
Florida Institute of Technology,Air Transportation.,23223,39700,1.55692380093337,True
Florida Institute of Technology,"Business Administration, Management and Operations.",26178,36400,1.4790735473384804,False
Florida International University,Natural Resources Conservation and Research.,17145,21300,1.5214285714285714,True
Florida International University,Communication and Media Studies.,19858,34000,1.8085106382978724,True
Florida International University,"Computer and Information Sciences, General.",21720,54800,2.9226666666666667,True
Florida International University,"Teacher Education and Professional Development, Specific Levels and Methods.",20521,39700,2.1735559813851633,True
Florida International University,"Teacher Education and Professional Development, Specific Subject Areas.",17954,25300,1.5348216452317398,True
Florida International University,Biomedical/Medical Engineering.,23976,50700,2.020000796844496,True
Florida International University,Civil Engineering.,20641,55700,3.5620643345910334,True
Florida International University,Computer Engineering.,21446,69200,3.5716129032258066,True
Florida International University,"Electrical, Electronics and Communications Engineering.",22436,62600,2.752132243031742,True
Florida International University,Mechanical Engineering.,22329,61300,3.0271604938271603,True
Florida International University,Construction Engineering Technologies.,26689,59200,2.7534883720930234,True
Florida International University,"English Language and Literature, General.",18087,25100,1.716239316239316,True
Florida International University,"Liberal Arts and Sciences, General Studies and Humanities.",23434,31700,1.4088888888888889,False
Florida International University,"Biology, General.",19320,19600,1.1480787253983131,False
Florida International University,"Multi/Interdisciplinary Studies, Other.",23817,32300,1.3828830757374664,False
Florida International University,"Parks, Recreation and Leisure Facilities Management.",20406,26900,1.2511627906976743,False
Florida International University,Chemistry.,19676,27800,1.5610084788590042,True
Florida International University,"Psychology, General.",19619,26000,1.4857142857142858,False
Florida International University,Criminal Justice and Corrections.,20498,31900,1.6571428571428573,True
Florida International University,Public Administration.,22534,35000,1.6688122824583989,True
Florida International University,Social Work.,13278,30700,2.89622641509434,True
